title,release_date,budget,revenue,roi,year,lista_generos
The Bad Lieutenant: Port of Call - New Orleans,2009-09-11,25000000,10589102,0.42356408,2009,"['Drama', 'Crime']"
A Turtle's Tale: Sammy's Adventures,2010-08-03,0,0,0.0,2010,"['Animation', 'Family']"
Little White Lies,2010-10-20,25000000,48531470,1.9412588,2010,"['Comedy', 'Drama']"
Love Ranch,2010-06-30,0,0,0.0,2010,['Drama']
The True Story of Puss 'n Boots,2009-04-01,0,0,0.0,2009,"['Family', 'Adventure', 'Animation']"
Space Dogs,2010-03-18,25000000,6500000,0.26,2010,"['Family', 'Animation']"
The Counselor,2013-10-25,25000000,71009334,2.84037336,2013,"['Thriller', 'Crime', 'Drama']"
Ironclad,2011-03-03,25000000,0,0.0,2011,"['Romance', 'Adventure', 'Action', 'History']"
Waterloo,1970-10-26,25000000,3052000,0.12208,1970,"['History', 'Action', 'Drama']"
Kung Fu Jungle,2014-10-31,25000000,0,0.0,2014,"['Crime', 'Action', 'Thriller']"
Red Sky,2014-03-12,25000000,0,0.0,2014,"['Action', 'Thriller']"
Dangerous Liaisons,1988-12-16,14000000,34670720,2.47648,1988,"['Drama', 'Romance']"
On the Road,2012-05-22,25000000,8784318,0.35137272,2012,"['Adventure', 'Drama']"
Star Trek IV: The Voyage Home,1986-11-25,24000000,133000000,5.541666666666667,1986,"['Science Fiction', 'Adventure']"
Rocky Balboa,2006-12-20,24000000,155721132,6.4883805,2006,['Drama']
Scream 2,1997-12-09,24000000,172363301,7.181804208333333,1997,"['Horror', 'Mystery']"
Jane Got a Gun,2016-01-01,25000000,1397284,0.05589136,2016,"['Action', 'Drama', 'Western']"
Think Like a Man Too,2014-06-20,24000000,70181428,2.9242261666666667,2014,"['Comedy', 'Romance']"
The Whole Nine Yards,2000-02-18,41300000,106371651,2.575584769975787,2000,"['Comedy', 'Crime']"
Footloose,1984-02-17,8200000,80035402,9.760414878048781,1984,"['Drama', 'Family', 'Music', 'Romance']"
Old School,2003-02-21,24000000,87055349,3.627306208333333,2003,['Comedy']
The Fisher King,1991-09-09,24000000,41895491,1.7456454583333334,1991,"['Comedy', 'Drama']"
I Still Know What You Did Last Summer,1998-11-13,65000000,40002112,0.6154171076923077,1998,"['Horror', 'Mystery', 'Thriller']"
Return to Me,2000-04-07,24000000,36609995,1.5254164583333334,2000,"['Romance', 'Comedy', 'Drama']"
Zack and Miri Make a Porno,2008-09-18,24000000,42105111,1.754379625,2008,['Comedy']
Nurse Betty,2000-09-08,24000000,0,0.0,2000,"['Comedy', 'Crime', 'Thriller']"
The Men Who Stare at Goats,2009-10-17,24000000,68729358,2.86372325,2009,"['Comedy', 'War']"
Double Take,2001-01-12,0,0,0.0,2001,"['Adventure', 'Drama', 'Action', 'Comedy', 'Romance']"
"Girl, Interrupted",1999-12-21,40000000,0,0.0,1999,['Drama']
Win a Date with Tad Hamilton!,2004-01-23,17000000,16980098,0.9988292941176471,2004,"['Comedy', 'Romance']"
Muppets from Space,1999-07-14,24000000,16290976,0.6787906666666667,1999,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']"
The Wiz,1978-10-24,24000000,21049053,0.877043875,1978,"['Adventure', 'Family', 'Fantasy', 'Music']"
Ready to Rumble,2000-04-07,24000000,12372410,0.5155170833333333,2000,"['Action', 'Comedy', 'Drama']"
Play It to the Bone,1999-12-25,24000000,8434146,0.35142275,1999,"['Comedy', 'Drama']"
I Don't Know How She Does It,2011-09-16,24000000,30551495,1.2729789583333333,2011,"['Romance', 'Comedy']"
Piranha 3D,2010-08-20,24000000,83188165,3.4661735416666666,2010,"['Comedy', 'Horror']"
Beyond the Sea,2004-12-17,23000000,0,0.0,2004,"['Drama', 'Music']"
Meet the Deedles,1998-03-27,24000000,4562146,0.19008941666666668,1998,"['Animation', 'Comedy', 'Family']"
The Thief and the Cobbler,1993-09-23,28000000,669276,0.023902714285714284,1993,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']"
The Bridge of San Luis Rey,2004-01-01,0,0,0.0,2004,"['Romance', 'Drama']"
Faster,2010-11-23,24000000,23081726,0.9617385833333333,2010,"['Crime', 'Drama', 'Action', 'Thriller']"
Howl's Moving Castle,2004-11-19,24000000,234710455,9.779602291666667,2004,"['Fantasy', 'Animation', 'Adventure']"
Zombieland,2009-10-07,23600000,102391382,4.338617881355932,2009,"['Comedy', 'Horror']"
The Waterboy,1998-11-06,23000000,185991646,8.086593304347826,1998,['Comedy']
The Empire Strikes Back,1980-05-17,18000000,538400000,29.91111111111111,1980,"['Adventure', 'Action', 'Science Fiction']"
Bad Boys,1995-04-07,19000000,141407024,7.442474947368421,1995,"['Action', 'Comedy', 'Crime', 'Thriller']"
The Naked Gun 2½: The Smell of Fear,1991-06-28,23000000,86930411,3.7795830869565217,1991,"['Comedy', 'Crime']"
Final Destination,2000-03-16,23000000,53302314,2.317491913043478,2000,['Horror']
The Ides of March,2011-09-24,12500000,75993061,6.07944488,2011,['Drama']
Pitch Black,2000-02-18,23000000,53187659,2.312506913043478,2000,"['Thriller', 'Science Fiction', 'Action']"
Someone Like You...,2001-03-30,23000000,0,0.0,2001,"['Comedy', 'Romance']"
Her,2013-12-18,23000000,47351251,2.058750043478261,2013,"['Romance', 'Science Fiction', 'Drama']"
Joy Ride,2001-10-05,23000000,36642838,1.5931668695652175,2001,"['Mystery', 'Thriller', 'Drama']"
The Adventurer: The Curse of the Midas Box,2013-12-05,25000000,6399,0.00025596,2013,"['Fantasy', 'Adventure', 'Family']"
Anywhere But Here,1999-11-12,23000000,18653615,0.8110267391304348,1999,"['Drama', 'Comedy', 'Romance']"
The Crew,2000-08-21,0,0,0.0,2000,"['Action', 'Comedy']"
Haywire,2011-11-06,23000000,33372606,1.4509828695652174,2011,"['Action', 'Thriller']"
Jaws: The Revenge,1987-07-17,23000000,51881013,2.2556962173913044,1987,"['Adventure', 'Thriller']"
Marvin's Room,1996-12-18,0,0,0.0,1996,['Drama']
The Longshots,2008-08-22,0,0,0.0,2008,"['Drama', 'Family']"
The End of the Affair,1999-12-03,23000000,10827816,0.4707746086956522,1999,['Drama']
Harley Davidson and the Marlboro Man,1991-08-23,23000000,7434726,0.32324895652173913,1991,"['Action', 'Thriller']"
In the Valley of Elah,2007-08-31,23000000,29541790,1.284425652173913,2007,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']"
Coco Before Chanel,2009-04-22,0,0,0.0,2009,"['Drama', 'History']"
Forsaken,2015-09-16,11000000,0,0.0,2015,"['Western', 'Drama']"
Cheri,2009-02-10,23000000,9366227,0.40722726086956523,2009,"['Drama', 'Comedy', 'Romance']"
Vanity Fair,2004-09-01,23000000,16123851,0.701037,2004,"['Drama', 'Romance']"
Bodyguards and Assassins,2009-12-18,23000000,5837674,0.2538119130434783,2009,"['Drama', 'Action', 'History']"
1408,2007-07-12,25000000,94679598,3.78718392,2007,"['Horror', 'Thriller']"
Spaceballs,1987-06-24,22700000,38119483,1.6792723788546255,1987,"['Comedy', 'Science Fiction']"
The Water Diviner,2014-12-25,22500000,15520023,0.6897788,2014,"['War', 'Drama']"
Ghost,1990-07-12,22000000,505000000,22.954545454545453,1990,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']"
There's Something About Mary,1998-07-15,23000000,369884651,16.08194134782609,1998,"['Romance', 'Comedy']"
The Santa Clause,1994-11-10,22000000,189833357,8.628788954545454,1994,"['Fantasy', 'Drama', 'Comedy', 'Family']"
The Rookie,2002-03-25,20000000,75597042,3.7798521,2002,"['Drama', 'Family']"
The Game Plan,2007-09-28,22000000,147880543,6.721842863636364,2007,"['Comedy', 'Family']"
The Bridges of Madison County,1995-05-28,24000000,182016617,7.584025708333333,1995,"['Drama', 'Romance']"
The Animal,2001-06-01,22000000,84772742,3.8533064545454545,2001,"['Action', 'Comedy']"
Gandhi,1982-11-30,22000000,77737889,3.533540409090909,1982,"['Drama', 'History']"
The Hundred-Foot Journey,2014-08-06,22000000,88880821,4.0400373181818185,2014,['Drama']
The Net,1995-07-28,22000000,110627965,5.028543863636363,1995,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']"
I Am Sam,2001-12-28,22000000,92542418,4.206473545454545,2001,['Drama']
Son of God,2014-02-28,22000000,67800064,3.081821090909091,2014,['Drama']
Underworld,2003-09-19,22000000,95708457,4.350384409090909,2003,"['Fantasy', 'Action', 'Thriller']"
Derailed,2005-11-11,22000000,57479076,2.6126852727272727,2005,"['Drama', 'Thriller']"
The Informant!,2009-09-18,22000000,35424826,1.6102193636363635,2009,"['Drama', 'Comedy', 'Crime']"
Shadowlands,1993-12-25,22000000,0,0.0,1993,"['Drama', 'Romance']"
Deuce Bigalow: European Gigolo,2005-08-06,22000000,22400154,1.0181888181818182,2005,['Comedy']
Delivery Man,2013-10-10,26000000,51164106,1.9678502307692307,2013,['Comedy']
Our Kind of Traitor,2016-05-05,0,9930095,0.0,2016,['Thriller']
Saving Silverman,2001-02-09,22000000,19351569,0.8796167727272727,2001,"['Comedy', 'Crime', 'Romance']"
Diary of a Wimpy Kid: Dog Days,2012-08-02,22000000,77112176,3.505098909090909,2012,"['Comedy', 'Family']"
Summer of Sam,1999-07-02,0,0,0.0,1999,"['Thriller', 'Drama', 'Crime', 'Romance']"
Jay and Silent Bob Strike Back,2001-08-22,22000000,33788161,1.5358255,2001,['Comedy']
The Glass House,2001-09-14,30000000,23619609,0.7873203,2001,"['Drama', 'Thriller']"
"Hail, Caesar!",2016-02-05,22000000,63647656,2.893075272727273,2016,"['Comedy', 'Drama', 'Mystery']"
Josie and the Pussycats,2001-04-06,22000000,0,0.0,2001,"['Comedy', 'Music']"
Homefront,2013-11-27,22000000,43058898,1.9572226363636365,2013,"['Action', 'Thriller']"
The Little Vampire,2000-10-27,22000000,13555988,0.6161812727272727,2000,"['Family', 'Horror']"
I Heart Huckabees,2004-09-10,22000000,0,0.0,2004,"['Comedy', 'Romance']"
RoboCop 3,1993-04-17,22000000,10696210,0.4861913636363636,1993,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']"
Megiddo: The Omega Code 2,2001-09-07,0,0,0.0,2001,"['Action', 'Science Fiction', 'Thriller']"
Darling Lili,1970-01-01,0,0,0.0,1970,"['Drama', 'Comedy', 'Thriller', 'Music', 'Romance']"
Dudley Do-Right,1999-08-27,70000000,0,0.0,1999,"['Comedy', 'Family', 'Romance']"
The Transporter Refueled,2015-09-03,25000000,72629670,2.9051868,2015,"['Thriller', 'Action', 'Crime']"
The Libertine,2004-09-16,0,0,0.0,2004,"['Drama', 'Romance']"
Black Book,2006-09-01,21000000,26193068,1.2472889523809523,2006,"['Drama', 'Thriller', 'War']"
Joyeux Noël,2005-11-09,22000000,17709155,0.8049615909090909,2005,"['Romance', 'Drama', 'History', 'War', 'Music']"
Hit & Run,2012-08-22,2000000,14400000,7.2,2012,"['Action', 'Comedy', 'Romance']"
Mad Money,2008-01-17,0,0,0.0,2008,"['Action', 'Comedy', 'Crime']"
Before I Go to Sleep,2014-09-03,22000000,15447154,0.7021433636363636,2014,"['Mystery', 'Thriller']"
Sorcerer,1977-06-24,22000000,12000000,0.5454545454545454,1977,"['Action', 'Thriller', 'Adventure']"
Stone,2010-10-07,22000000,9479718,0.4308962727272727,2010,['Drama']
Moliere,2007-01-31,0,0,0.0,2007,"['Romance', 'Drama', 'Comedy']"
Out of the Furnace,2013-12-06,22000000,15400000,0.7,2013,"['Thriller', 'Drama', 'Crime']"
Michael Clayton,2007-09-28,25000000,92991835,3.7196734,2007,"['Drama', 'Mystery', 'Crime']"
My Fellow Americans,1996-12-20,0,0,0.0,1996,"['Comedy', 'Drama']"
Arlington Road,1999-03-19,21500000,0,0.0,1999,"['Drama', 'Thriller', 'Mystery']"
Underdogs,2013-07-18,22000000,24000000,1.0909090909090908,2013,"['Animation', 'Adventure', 'Romance']"
To Rome with Love,2012-04-20,17000000,73244881,4.308522411764706,2012,"['Romance', 'Comedy']"
Firefox,1982-06-13,18000000,70687344,3.9270746666666665,1982,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
"South Park: Bigger, Longer & Uncut",1999-06-30,21000000,0,0.0,1999,"['Animation', 'Comedy', 'Music']"
Death at a Funeral,2007-02-09,9000000,46,5.1111111111111115e-06,2007,"['Comedy', 'Drama']"
Teenage Mutant Ninja Turtles III,1993-03-17,21000000,42000000,2.0,1993,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
Hardball,2001-09-14,32000000,40222729,1.25696028125,2001,"['Comedy', 'Romance']"
Silver Linings Playbook,2012-09-08,21000000,205738714,9.797081619047619,2012,"['Drama', 'Comedy', 'Romance']"
Freedom Writers,2007-01-05,21000000,41170784,1.9605135238095237,2007,"['Crime', 'Drama']"
For Colored Girls,2010-11-05,0,37000000,0.0,2010,['Drama']
The Transporter,2002-10-02,21000000,43928932,2.091853904761905,2002,"['Action', 'Crime', 'Thriller']"
Never Back Down,2008-03-04,20000000,41627431,2.08137155,2008,"['Drama', 'Action']"
The Rage: Carrie 2,1999-03-11,21000000,17762705,0.8458430952380952,1999,"['Horror', 'Thriller', 'Science Fiction']"
Away We Go,2009-06-05,17000000,14899417,0.876436294117647,2009,"['Drama', 'Comedy', 'Romance']"
Swing Vote,2008-08-01,21000000,17600000,0.8380952380952381,2008,"['Drama', 'Comedy']"
Moonlight Mile,2002-09-09,21000000,10011050,0.4767166666666667,2002,"['Romance', 'Drama']"
Tinker Tailor Soldier Spy,2011-09-16,30000000,0,0.0,2011,"['Drama', 'Thriller', 'Mystery']"
Molly,1999-10-22,0,0,0.0,1999,"['Drama', 'Comedy', 'Romance']"
The Beaver,2011-02-11,21000000,970816,0.04622933333333333,2011,['Drama']
The Best Little Whorehouse in Texas,1982-07-23,35000000,69701637,1.9914753428571428,1982,['Comedy']
eXistenZ,1999-04-14,15000000,2856712,0.19044746666666668,1999,"['Action', 'Thriller', 'Science Fiction', 'Horror']"
Raiders of the Lost Ark,1981-06-12,18000000,389925971,21.662553944444443,1981,"['Adventure', 'Action']"
Home Alone 2: Lost in New York,1992-11-19,18000000,358991681,19.943982277777778,1992,"['Comedy', 'Family', 'Adventure', 'Crime']"
Close Encounters of the Third Kind,1977-11-16,20000000,303788635,15.18943175,1977,"['Science Fiction', 'Drama']"
Pulse,2006-08-11,38000000,29907685,0.7870443421052632,2006,"['Horror', 'Thriller']"
Beverly Hills Cop II,1987-05-18,20000000,299965036,14.9982518,1987,"['Action', 'Comedy', 'Crime']"
Bringing Down the House,2003-03-07,20000000,132675402,6.6337701,2003,['Comedy']
The Silence of the Lambs,1991-02-01,19000000,272742922,14.354890631578947,1991,"['Crime', 'Drama', 'Thriller']"
Wayne's World,1992-02-14,20000000,121697323,6.08486615,1992,"['Music', 'Comedy']"
Jackass 3D,2010-10-15,20000000,117224271,5.86121355,2010,"['Comedy', 'Documentary', 'Action']"
Jaws 2,1978-06-16,20000000,187884007,9.39420035,1978,"['Horror', 'Thriller']"
Beverly Hills Chihuahua,2008-10-03,20000000,149281606,7.4640803,2008,"['Adventure', 'Comedy', 'Family']"
The Conjuring,2013-07-18,13000000,318000141,24.46154930769231,2013,"['Horror', 'Thriller']"
Are We There Yet?,2005-01-20,32000000,97918663,3.05995821875,2005,"['Adventure', 'Comedy', 'Family', 'Romance']"
Tammy,2014-07-02,20000000,100525432,5.0262716,2014,['Comedy']
School of Rock,2003-10-03,35000000,131282949,3.7509414,2003,"['Comedy', 'Music']"
Mortal Kombat,1995-08-18,18000000,122195920,6.788662222222222,1995,"['Action', 'Fantasy']"
White Chicks,2004-06-23,37000000,113086475,3.056391216216216,2004,['Comedy']
The Descendants,2011-09-09,20000000,177243185,8.86215925,2011,"['Comedy', 'Drama']"
Holes,2003-04-18,20000000,0,0.0,2003,"['Adventure', 'Family', 'Drama', 'Comedy']"
The Last Song,2010-03-31,0,0,0.0,2010,"['Drama', 'Family', 'Romance']"
12 Years a Slave,2013-10-18,20000000,187000000,9.35,2013,"['Drama', 'History']"
Drumline,2002-12-13,20000000,57588485,2.87942425,2002,"['Drama', 'Romance', 'Comedy', 'Music']"
Why Did I Get Married Too?,2010-04-02,20000000,60072596,3.0036298,2010,"['Comedy', 'Romance']"
Edward Scissorhands,1990-12-05,20000000,53000000,2.65,1990,"['Fantasy', 'Drama', 'Romance']"
Me Before You,2016-06-02,20000000,207945075,10.39725375,2016,"['Drama', 'Romance']"
Madea's Witness Protection,2012-06-29,0,0,0.0,2012,"['Drama', 'Comedy', 'Crime']"
The French Connection,1971-10-09,1800000,41158757,22.86597611111111,1971,"['Action', 'Crime', 'Thriller']"
Bad Moms,2016-07-28,20000000,183936074,9.1968037,2016,['Comedy']
Date Movie,2006-02-17,20000000,48548426,2.4274213,2006,['Comedy']
Return to Never Land,2002-02-14,20000000,109862682,5.4931341,2002,"['Adventure', 'Fantasy', 'Animation', 'Family']"
Selma,2014-12-25,20000000,66787908,3.3393954,2014,"['History', 'Drama']"
The Jungle Book 2,2003-02-07,20000000,135680000,6.784,2003,"['Family', 'Animation', 'Adventure']"
Boogeyman,2005-02-04,20000000,67192859,3.35964295,2005,"['Thriller', 'Horror', 'Drama', 'Mystery']"
Premonition,2007-02-08,20000000,84146832,4.2073416,2007,"['Thriller', 'Drama', 'Mystery']"
The Tigger Movie,2000-02-11,30000000,45554533,1.5184844333333334,2000,"['Animation', 'Family']"
Orphan,2009-07-24,20000000,41596251,2.07981255,2009,"['Horror', 'Thriller', 'Mystery']"
Max,2015-06-26,20000000,43967255,2.19836275,2015,"['Adventure', 'Drama', 'Family']"
Epic Movie,2007-01-25,20000000,86865564,4.3432782,2007,"['Action', 'Adventure', 'Comedy']"
Spotlight,2015-11-06,20000000,88346473,4.41732365,2015,"['Drama', 'Thriller', 'History']"
Lakeview Terrace,2008-09-19,20000000,27640028,1.3820014,2008,"['Drama', 'Crime', 'Thriller']"
The Grudge 2,2006-10-13,20000000,39143839,1.95719195,2006,"['Horror', 'Thriller']"
How Stella Got Her Groove Back,1998-08-14,20000000,37672350,1.8836175,1998,"['Comedy', 'Drama', 'Romance']"
Bill & Ted's Bogus Journey,1991-07-19,0,0,0.0,1991,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
Man of the Year,2006-10-09,20000000,41237648,2.0618824,2006,"['Comedy', 'Drama', 'Romance', 'Thriller']"
The Black Hole,1979-12-18,20000000,35841901,1.79209505,1979,"['Adventure', 'Family', 'Science Fiction', 'Action']"
The American,2010-08-31,20000000,65464324,3.2732162,2010,"['Crime', 'Drama', 'Thriller']"
Selena,1997-03-21,20000000,60000000,3.0,1997,['Drama']
Vampires Suck,2010-08-18,20000000,80547866,4.0273933,2010,"['Horror', 'Comedy']"
Babel,2006-09-08,25000000,135330182,5.41320728,2006,['Drama']
This Is Where I Leave You,2014-09-10,19800000,41296320,2.085672727272727,2014,"['Drama', 'Comedy']"
Doubt,2008-11-27,20000000,50907234,2.5453617,2008,"['Drama', 'Mystery']"
Team America: World Police,2004-10-10,32000000,50907422,1.5908569375,2004,"['Music', 'Adventure', 'Animation', 'Action', 'Comedy']"
Texas Chainsaw 3D,2013-01-03,20000000,47241945,2.36209725,2013,"['Horror', 'Thriller']"
Copycat,1995-10-27,0,0,0.0,1995,"['Drama', 'Thriller']"
Scary Movie 5,2013-04-11,20000000,78378744,3.9189372,2013,['Comedy']
Paint Your Wagon,1969-10-15,20000000,31678778,1.5839389,1969,"['Drama', 'Action', 'Comedy', 'Western', 'Music']"
Milk,2008-11-26,20000000,54586584,2.7293292,2008,"['History', 'Drama']"
Risen,2016-02-19,20000000,46069568,2.3034784,2016,['Action']
Ghost Ship,2002-10-25,35000000,68349884,1.9528538285714285,2002,"['Horror', 'Mystery', 'Thriller']"
A Very Harold & Kumar Christmas,2011-11-04,19000000,35387212,1.862484842105263,2011,['Comedy']
Wild Things,1998-03-20,20000000,67200000,3.36,1998,"['Crime', 'Drama', 'Mystery']"
The Stepfather,2009-10-16,0,0,0.0,2009,"['Horror', 'Thriller', 'Mystery']"
The Debt,2010-04-11,20000000,45636368,2.2818184,2010,"['Drama', 'Thriller']"
High Fidelity,2000-03-17,30000000,47126295,1.5708765,2000,"['Comedy', 'Drama', 'Romance', 'Music']"
One Missed Call,2008-01-04,20000000,0,0.0,2008,"['Horror', 'Mystery', 'Thriller']"
Eye for an Eye,1996-01-12,20000000,0,0.0,1996,"['Drama', 'Thriller']"
The Bank Job,2008-02-28,20000000,64822796,3.2411398,2008,"['Thriller', 'Crime', 'Drama']"
Eternal Sunshine of the Spotless Mind,2004-03-19,20000000,72258126,3.6129063,2004,"['Science Fiction', 'Drama', 'Romance']"
You Again,2010-09-24,20000000,32005248,1.6002624,2010,"['Comedy', 'Romance']"
Street Kings,2008-04-10,20000000,65569869,3.27849345,2008,"['Action', 'Crime', 'Drama', 'Thriller']"
The World's End,2013-07-18,20000000,46089287,2.30446435,2013,"['Comedy', 'Action', 'Science Fiction']"
Nancy Drew,2007-06-15,0,0,0.0,2007,"['Action', 'Adventure', 'Crime', 'Family', 'Mystery', 'Thriller']"
Daybreakers,2009-01-06,20000000,51416464,2.5708232,2009,"['Fantasy', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
She's Out of My League,2010-03-11,20000000,49779728,2.4889864,2010,"['Comedy', 'Romance']"
Monte Carlo,2011-07-01,20000000,17425000,0.87125,2011,"['Adventure', 'Comedy', 'Romance']"
Stay Alive,2006-03-24,9000000,27105095,3.011677222222222,2006,"['Horror', 'Thriller']"
Quigley Down Under,1990-10-17,0,0,0.0,1990,"['Romance', 'Action', 'Adventure', 'Western', 'Drama']"
Alpha and Omega,2010-09-17,20000000,39300000,1.965,2010,"['Family', 'Animation']"
The Covenant,2006-09-08,20000000,37597471,1.87987355,2006,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']"
Stick It,2006-04-21,0,0,0.0,2006,"['Comedy', 'Drama']"
Shorts,2009-08-21,40000000,28972508,0.7243127,2009,"['Comedy', 'Family']"
To Die For,1995-05-20,20000000,21284514,1.0642257,1995,"['Fantasy', 'Drama', 'Comedy', 'Thriller']"
Nerve,2016-07-27,20000000,83707310,4.1853655,2016,"['Mystery', 'Adventure', 'Crime']"
Appaloosa,2008-09-12,20000000,20211394,1.0105697,2008,"['Drama', 'Western', 'Crime']"
Vampires,1998-04-15,20000000,0,0.0,1998,"['Action', 'Drama', 'Fantasy', 'Horror', 'Thriller']"
Psycho,1960-06-16,806948,32000000,39.655591190510414,1960,"['Drama', 'Horror', 'Thriller']"
My Best Friend's Girl,2008-09-19,20000000,36620508,1.8310254,2008,"['Romance', 'Comedy']"
Endless Love,2014-02-12,20000000,34077920,1.703896,2014,"['Drama', 'Romance']"
Georgia Rule,2007-05-11,20000000,0,0.0,2007,"['Comedy', 'Drama', 'Romance']"
Under the Rainbow,1981-07-31,20000000,2297493,0.11487465,1981,['Comedy']
Ladyhawke,1985-03-27,20000000,18432000,0.9216,1985,"['Adventure', 'Drama', 'Fantasy', 'Romance']"
Simon Birch,1998-09-11,20000000,18253415,0.91267075,1998,"['Comedy', 'Drama', 'Family']"
Reign Over Me,2007-03-23,20000000,22222308,1.1111154,2007,['Drama']
Into the Wild,2007-09-11,15000000,56255142,3.7503428,2007,"['Adventure', 'Drama']"
School for Scoundrels,2006-09-29,20000000,17807569,0.89037845,2006,"['Comedy', 'Drama', 'Romance']"
Silent Hill: Revelation 3D,2012-10-10,20000000,52302796,2.6151398,2012,"['Thriller', 'Horror', 'Mystery']"
From Dusk Till Dawn,1996-01-19,19000000,25836616,1.3598218947368421,1996,"['Horror', 'Action', 'Thriller', 'Crime']"
Pooh's Heffalump Movie,2005-02-11,0,0,0.0,2005,"['Animation', 'Family']"
Home for the Holidays,1995-11-02,0,17519169,0.0,1995,"['Comedy', 'Drama', 'Romance']"
Kung Fu Hustle,2004-02-10,20000000,100914445,5.04572225,2004,"['Action', 'Comedy', 'Crime', 'Fantasy']"
The Country Bears,2002-07-26,35000000,0,0.0,2002,"['Adventure', 'Comedy', 'Family']"
The Kite Runner,2007-10-14,20000000,73276047,3.66380235,2007,['Drama']
21 Grams,2003-09-06,20000000,60427839,3.02139195,2003,"['Drama', 'Crime', 'Thriller']"
Paparazzi,2004-09-03,20000000,16605763,0.83028815,2004,"['Action', 'Drama', 'Thriller']"
A Guy Thing,2003-01-17,20000000,17432163,0.87160815,2003,"['Comedy', 'Romance']"
Loser,2000-07-21,0,0,0.0,2000,"['Drama', 'Comedy', 'Romance', 'Family']"
Capitalism: A Love Story,2009-09-06,20000000,17436509,0.87182545,2009,['Documentary']
The Greatest Story Ever Told,1965-02-15,20000000,15473333,0.77366665,1965,"['Drama', 'History']"
Secret in Their Eyes,2015-10-14,19500000,34854990,1.7874353846153845,2015,"['Crime', 'Drama', 'Mystery']"
Disaster Movie,2008-08-29,25000000,14109284,0.56437136,2008,"['Action', 'Comedy']"
Armored,2009-12-04,20000000,22942221,1.14711105,2009,"['Action', 'Crime', 'Drama', 'Thriller']"
The Man Who Knew Too Little,1997-11-14,20000000,13801755,0.69008775,1997,"['Comedy', 'Thriller', 'Crime', 'Action']"
What's Your Number?,2011-09-30,20000000,30426096,1.5213048,2011,"['Comedy', 'Romance']"
Lockout,2012-04-12,20000000,32204030,1.6102015,2012,"['Action', 'Thriller', 'Science Fiction']"
Envy,2004-04-30,40000000,0,0.0,2004,['Comedy']
Crank: High Voltage,2009-04-16,20000000,34560577,1.72802885,2009,"['Action', 'Thriller', 'Crime']"
Bullets Over Broadway,1994-10-14,0,0,0.0,1994,"['Action', 'Comedy', 'Thriller']"
One Night with the King,2006-10-13,20000000,13391174,0.6695587,2006,['Drama']
The Quiet American,2002-11-22,30000000,27674124,0.9224708,2002,"['Drama', 'Action', 'Thriller', 'Romance']"
The Weather Man,2005-10-20,20000000,12482775,0.62413875,2005,"['Comedy', 'Drama']"
Undisputed,2002-08-23,20000000,12398628,0.6199314,2002,"['Action', 'Adventure', 'Drama', 'Thriller']"
Ghost Town,2008-09-19,0,0,0.0,2008,"['Comedy', 'Fantasy', 'Romance']"
12 Rounds,2009-03-19,20000000,17280326,0.8640163,2009,"['Action', 'Adventure', 'Drama', 'Thriller']"
Let Me In,2010-10-01,20000000,24145613,1.20728065,2010,"['Drama', 'Horror', 'Mystery']"
3 Ninjas Kick Back,1994-05-06,0,0,0.0,1994,"['Adventure', 'Action', 'Comedy', 'Family']"
Be Kind Rewind,2008-01-20,0,0,0.0,2008,"['Drama', 'Comedy']"
Mrs Henderson Presents,2005-09-09,0,0,0.0,2005,"['Comedy', 'Drama']"
Triple 9,2016-02-19,20000000,12639297,0.63196485,2016,"['Action', 'Thriller']"
Deconstructing Harry,1997-08-26,20000000,10686841,0.53434205,1997,"['Comedy', 'Drama']"
Three to Tango,1999-10-22,20000000,0,0.0,1999,"['Comedy', 'Romance']"
Burnt,2015-10-02,20000000,36606743,1.83033715,2015,['Drama']
We're No Angels,1989-12-15,20000000,0,0.0,1989,"['Comedy', 'Crime', 'Drama']"
Everyone Says I Love You,1996-12-06,20000000,0,0.0,1996,"['Music', 'Comedy', 'Romance']"
Death Sentence,2007-08-31,20000000,16974459,0.84872295,2007,"['Action', 'Crime', 'Drama', 'Thriller']"
Everybody's Fine,2009-12-04,21000000,0,0.0,2009,['Drama']
Superbabies: Baby Geniuses 2,2004-08-27,0,9109322,0.0,2004,"['Comedy', 'Family']"
The Man,2005-09-08,0,12382362,0.0,2005,"['Action', 'Comedy', 'Crime']"
Code Name: The Cleaner,2007-01-05,20000000,10337477,0.51687385,2007,"['Action', 'Comedy', 'Crime']"
Connie and Carla,2004-04-16,20000000,11341016,0.5670508,2004,['Comedy']
